ID,Airline_IATA2,StartingAirport_IATA3,DestinationAirport_IATA3,Equipment
5852,AB,KGS,DUS,738 321
5853,AB,KGS,HAM,738
5854,AB,KGS,LEJ,738
5855,AB,KGS,MUC,738
5856,AB,KGS,TXL,320 738
5857,AB,KLX,VIE,320 E90
5858,AB,KRK,TXL,DH4 319 73G
5859,AB,KVA,DUS,738
5860,AB,KVA,MUC,738
5861,AB,LAX,DUS,332
5862,AB,LCA,VIE,320
5863,AB,LED,TXL,73G 738
5864,AB,LEI,PMI,738
5865,AB,LEJ,ACE,738
5866,AB,LEJ,AYT,738
5867,AB,LEJ,FNC,738
5868,AB,LEJ,FUE,738
5869,AB,LEJ,HER,738
5870,AB,LEJ,HRG,738
5871,AB,LEJ,KGS,738
5872,AB,LEJ,PMI,738 320
5873,AB,LEJ,TFS,738
5874,AB,LNZ,HER,321
5875,AB,LPA,BSL,320
5876,AB,LPA,CGN,738
5877,AB,LPA,DUS,332
5878,AB,LPA,HAM,320
5879,AB,LPA,MUC,738
5880,AB,LPA,NUE,738
5881,AB,LPA,SZG,320
5882,AB,LPA,TXL,321 320
5883,AB,LPA,VIE,320
5884,AB,LPA,ZRH,320
5885,AB,MAD,DUS,32A 738 321
5886,AB,MAD,TXL,738 320
5887,AB,MAD,VIE,320 321
5888,AB,MAH,CGN,738
5889,AB,MAH,DUS,738
5890,AB,MAH,MUC,738
5891,AB,MAH,PMI,320 319
5892,AB,MAH,TXL,738
5893,AB,MIA,DUS,332
5894,AB,MIA,TXL,332
5895,AB,MJT,DUS,738
5896,AB,MJT,MUC,320
5897,AB,MLA,VIE,E90
5898,AB,MUC,ACE,738
5899,AB,MUC,AGP,738 320
5900,AB,MUC,ALC,320 738
5901,AB,MUC,AOK,320
5902,AB,MUC,AYT,321
5903,AB,MUC,BDS,73G 738
5904,AB,MUC,CAG,320 738
5905,AB,MUC,CFU,321 320
5906,AB,MUC,CGN,73G
5907,AB,MUC,CTA,320 321 738
5908,AB,MUC,DME,738
5909,AB,MUC,DUS,738 320 319 321 DH4
5910,AB,MUC,FAO,738
5911,AB,MUC,FNC,738
5912,AB,MUC,FUE,738
5913,AB,MUC,GWT,DH4 73G
5914,AB,MUC,HAM,320 738 73G
5915,AB,MUC,HER,738 320
5916,AB,MUC,IBZ,738 320
5917,AB,MUC,KGS,738
5918,AB,MUC,KVA,738
5919,AB,MUC,LPA,738
5920,AB,MUC,MAH,738
5921,AB,MUC,MJT,320
5922,AB,MUC,NAP,320 738
5923,AB,MUC,NBE,320
5924,AB,MUC,OLB,73G 738 320
5925,AB,MUC,PMI,738 321 320
5926,AB,MUC,PUJ,332
5927,AB,MUC,PVK,320
5928,AB,MUC,RHO,738
5929,AB,MUC,SAW,738 320
5930,AB,MUC,SKG,738
5931,AB,MUC,SMI,320
5932,AB,MUC,TFS,738
5933,AB,MUC,TLV,320
5934,AB,MUC,TXL,738 321 320 319 73G
5935,AB,MUC,ZTH,738
5936,AB,MXP,DUS,73G 738 320
5937,AB,MXP,TXL,738 73G 320
5938,AB,NAP,DUS,738 320
5939,AB,NAP,MUC,320 738
5940,AB,NAP,STR,320 738
5941,AB,NAP,TXL,320 73G
5942,AB,NAP,ZRH,320
5943,AB,NBE,CGN,738
5944,AB,NBE,DRS,738
5945,AB,NBE,DUS,738
5946,AB,NBE,MUC,320
5947,AB,NBE,NUE,738
5948,AB,NBE,TXL,738
5949,AB,NCE,DUS,319 320 738
5950,AB,NUE,AYT,738
5951,AB,NUE,DJE,738
5952,AB,NUE,DUS,DH4
5953,AB,NUE,FUE,738
5954,AB,NUE,HAM,DH4
5955,AB,NUE,HER,738
5956,AB,NUE,HRG,738
5957,AB,NUE,IBZ,738
5958,AB,NUE,KGS,738
5959,AB,NUE,LPA,738
5960,AB,NUE,NBE,738
5961,AB,NUE,OLB,738
5962,AB,NUE,PMI,738
5963,AB,NUE,RHO,738
5964,AB,NUE,SAW,738
5965,AB,NUE,SKG,738
5966,AB,NUE,SMI,738
5967,AB,NUE,SPU,DH4
5968,AB,NUE,TFS,738
5969,AB,NUE,TXL,DH4 319
5970,AB,NUE,VIE,DH4
5971,AB,OLB,CGN,738
5972,AB,OLB,DUS,738 319
5973,AB,OLB,HAM,320
5974,AB,OLB,MUC,73G 738 320
5975,AB,OLB,NUE,738
5976,AB,OLB,STR,320 738 73G
5977,AB,OLB,TXL,320 73G
5978,AB,OLB,VIE,320
5979,AB,OLB,ZRH,320 738
5980,AB,ORD,TXL,332
5981,AB,ORY,TXL,738 320 319
5982,AB,OSL,TXL,319
5983,AB,OTP,TXL,320 73G
5984,AB,PAD,AYT,738
5985,AB,PAD,IBZ,738
5986,AB,PAD,PMI,738 320
5987,AB,PDL,DUS,738
5988,AB,PMI,AGP,320 321
5989,AB,PMI,ALC,321 320
5990,AB,PMI,BIO,320 738
5991,AB,PMI,BRE,320 738 319
5992,AB,PMI,BSL,320 738
5993,AB,PMI,CGN,738 332 320
5994,AB,PMI,CPH,738
5995,AB,PMI,DRS,738 321
5996,AB,PMI,DTM,738
5997,AB,PMI,DUS,332 321 738 320
5998,AB,PMI,FAO,738 320
5999,AB,PMI,FDH,320
6000,AB,PMI,FKB,320 321 73G
6001,AB,PMI,FMO,738 320
6002,AB,PMI,FRA,321 320 332
6003,AB,PMI,HAJ,321 738
6004,AB,PMI,HAM,738 320 332 319
6005,AB,PMI,IBZ,320 738
6006,AB,PMI,LEI,738
6007,AB,PMI,LEJ,738 320
6008,AB,PMI,MAH,320 319
6009,AB,PMI,MUC,320 321 738
6010,AB,PMI,NUE,738
6011,AB,PMI,PAD,320 738
6012,AB,PMI,SCN,73G 738 320
6013,AB,PMI,STR,332 738 321 320
6014,AB,PMI,SVQ,738
6015,AB,PMI,TXL,321 738 320
6016,AB,PMI,VIE,321 320
6017,AB,PMI,VLC,738 320 73G
6018,AB,PMI,XRY,320
6019,AB,PMI,ZRH,738 320 332 321
6020,AB,POP,DUS,332
6021,AB,PUJ,DUS,332
6022,AB,PUJ,MUC,332
6023,AB,PVK,DUS,321
6024,AB,PVK,MUC,320
6025,AB,PVK,VIE,E90
6026,AB,RHO,DRS,738
6027,AB,RHO,DUS,738
6028,AB,RHO,MUC,738
6029,AB,RHO,NUE,738
6030,AB,RHO,TXL,320
6031,AB,RHO,VIE,320 E90
6032,AB,RMF,DUS,321
6033,AB,RSW,DUS,332
6034,AB,SAW,CGN,738
6035,AB,SAW,DUS,738
6036,AB,SAW,MUC,738 320
6037,AB,SAW,NUE,738
6038,AB,SAW,STR,320 738
6039,AB,SAW,SXF,738
6040,AB,SCN,PMI,73G 738 320
6041,AB,SCN,TXL,73G 320
6042,AB,SKG,DUS,321
6043,AB,SKG,HAM,320
6044,AB,SKG,MUC,738
6045,AB,SKG,NUE,738
6046,AB,SKG,STR,738
6047,AB,SKG,TXL,319
6048,AB,SKG,VIE,E90
6049,AB,SMI,DUS,320
6050,AB,SMI,MUC,320
6051,AB,SMI,NUE,738
6052,AB,SMI,TXL,320
6053,AB,SOF,TXL,73G
6054,AB,SPC,DUS,321
6055,AB,SPU,NUE,DH4
6056,AB,STN,DUS,DH4
6057,AB,STR,AGP,320 738
6058,AB,STR,ALC,320 738
6059,AB,STR,AYT,738 320
6060,AB,STR,BEG,733 319
6061,AB,STR,CTA,738 320
6062,AB,STR,DUS,DH4
6063,AB,STR,FLR,DH4
6064,AB,STR,GWT,DH4 73G
6065,AB,STR,HAJ,DH4
6066,AB,STR,HAM,320 738
6067,AB,STR,IBZ,738 320
6068,AB,STR,JER,DH4
6069,AB,STR,NAP,320 738
6070,AB,STR,OLB,320 738 73G
6071,AB,STR,PMI,321 332 738 320
6072,AB,STR,SAW,320
6073,AB,STR,SKG,738
6074,AB,STR,TXL,738 320 73G 321 DH4 319
6075,AB,STR,VCE,320 73G
6076,AB,SUF,ZRH,320
6077,AB,SVQ,PMI,738
6078,AB,SXF,SAW,738
6079,AB,SZG,ACE,320
6080,AB,SZG,CLY,320
6081,AB,SZG,DUS,DH4
6082,AB,SZG,HAM,320 319
6083,AB,SZG,HER,321
6084,AB,SZG,LPA,320
6085,AB,SZG,TFS,320
6086,AB,SZG,TXL,319
6087,AB,SZG,VIE,320
6088,AB,TFS,BSL,320
6089,AB,TFS,CGN,738
6090,AB,TFS,DRS,738
6091,AB,TFS,DUS,332 738 321
6092,AB,TFS,GRZ,320
6093,AB,TFS,HAM,320
6094,AB,TFS,LEJ,738
6095,AB,TFS,MUC,738
6096,AB,TFS,NUE,738
6097,AB,TFS,SZG,320
6098,AB,TFS,TXL,321
6099,AB,TFS,VIE,320
6100,AB,TFS,ZRH,320
6101,AB,TLV,DUS,321 738
6102,AB,TLV,MUC,320
6103,AB,TLV,TXL,320 321 738
6104,AB,TXL,ACE,321
6105,AB,TXL,AGP,321
6106,AB,TXL,ALC,320 73G
6107,AB,TXL,ARN,738 320 321 319
6108,AB,TXL,AUH,332
6109,AB,TXL,AYT,320 321 738
6110,AB,TXL,BCN,738 320 321
6111,AB,TXL,BEG,319
6112,AB,TXL,BRI,738 320
6113,AB,TXL,BUD,73G 319
6114,AB,TXL,CFU,320 321
6115,AB,TXL,CGN,321 738 73G 320 319
6116,AB,TXL,CPH,319 73G 738
6117,AB,TXL,CTA,321 320 738
6118,AB,TXL,DME,738
6119,AB,TXL,DUS,738 319 73G 320 321 DH4
6120,AB,TXL,FAO,321 320
6121,AB,TXL,FCO,320 738 73G
6122,AB,TXL,FKB,73G 319 DH4
6123,AB,TXL,FNC,332 321
6124,AB,TXL,FRA,738 73G 319 320 DH4
6125,AB,TXL,FUE,321 738
6126,AB,TXL,GDN,DH4
6127,AB,TXL,GOT,73G
6128,AB,TXL,GRZ,319
6129,AB,TXL,GWT,DH4
6130,AB,TXL,HEL,738 73G
6131,AB,TXL,HER,738 321
6132,AB,TXL,HRG,321
6133,AB,TXL,IBZ,738 321
6134,AB,TXL,JFK,332
6135,AB,TXL,KGD,DH4
6136,AB,TXL,KGS,320 738
6137,AB,TXL,KRK,319 DH4 73G
6138,AB,TXL,LED,738 73G
6139,AB,TXL,LPA,321 320
6140,AB,TXL,MAD,738 320
6141,AB,TXL,MAH,738
6142,AB,TXL,MIA,332
6143,AB,TXL,MUC,321 738 320 319 73G
6144,AB,TXL,MXP,738 73G 320
6145,AB,TXL,NAP,320 73G
6146,AB,TXL,NBE,738
6147,AB,TXL,NUE,319 DH4
6148,AB,TXL,OLB,320 73G
6149,AB,TXL,ORD,332
6150,AB,TXL,ORY,738 320 319
6151,AB,TXL,OSL,319
6152,AB,TXL,OTP,320 73G
6153,AB,TXL,PMI,320 321 738
6154,AB,TXL,RHO,320
6155,AB,TXL,SCN,73G 320
6156,AB,TXL,SKG,319
6157,AB,TXL,SMI,320
6158,AB,TXL,SOF,73G
6159,AB,TXL,STR,320 738 73G 321 DH4 319
6160,AB,TXL,SZG,319
6161,AB,TXL,TFS,321
6162,AB,TXL,TLV,321 738 320
6163,AB,TXL,VCE,320 738 73G
6164,AB,TXL,VIE,321 320 E90
6165,AB,TXL,WAW,DH4 319
6166,AB,TXL,ZRH,738 319 321 320 73G
6167,AB,VCE,DUS,738 320 321
6168,AB,VCE,STR,320 73G
6169,AB,VCE,TXL,320 738 73G
6170,AB,VIE,ACE,321
6171,AB,VIE,CFU,320
6172,AB,VIE,CHQ,320
6173,AB,VIE,DUS,321 738 E90 320 319
6174,AB,VIE,FCO,E90
6175,AB,VIE,FNC,321
6176,AB,VIE,HAJ,320 E90
6177,AB,VIE,HAM,E90 320 321
6178,AB,VIE,HER,320 321
6179,AB,VIE,JMK,320 321
6180,AB,VIE,JTR,321 320 E90
6181,AB,VIE,KLX,320 E90
6182,AB,VIE,LCA,320
6183,AB,VIE,LPA,320
6184,AB,VIE,MAD,320 321
6185,AB,VIE,MLA,E90
6186,AB,VIE,NUE,DH4
6187,AB,VIE,OLB,320
6188,AB,VIE,PMI,321 320
6189,AB,VIE,PVK,E90
6190,AB,VIE,RHO,320 E90
6191,AB,VIE,SKG,E90
6192,AB,VIE,SZG,320
6193,AB,VIE,TFS,320
6194,AB,VIE,TXL,321 320 E90
6195,AB,VIE,VOL,320
6196,AB,VIE,ZTH,320 E90
6197,AB,VLC,PMI,738 320 73G
6198,AB,VOL,VIE,320
6199,AB,VRA,DUS,332
6200,AB,WAW,TXL,319 DH4
6201,AB,XRY,PMI,320
6202,AB,ZRH,ACE,320
6203,AB,ZRH,ALC,320 321
6204,AB,ZRH,BDS,320
6205,AB,ZRH,CTA,320 319
6206,AB,ZRH,DUS,319 738 320 73G
6207,AB,ZRH,FNC,320
6208,AB,ZRH,FUE,320
6209,AB,ZRH,GWT,73G DH4
6210,AB,ZRH,HEL,319
6211,AB,ZRH,HER,320 319
6212,AB,ZRH,IBZ,320
6213,AB,ZRH,LPA,320
6214,AB,ZRH,NAP,320
6215,AB,ZRH,OLB,320 738
6216,AB,ZRH,PMI,738 320 332 321
6217,AB,ZRH,SUF,320
6218,AB,ZRH,TFS,320
6219,AB,ZRH,TXL,319 738 321 320 73G
6220,AB,ZTH,DUS,738
6221,AB,ZTH,MUC,738
6222,AB,ZTH,VIE,320 E90
6223,AB,GNM,SSA,EMB
6224,AB,LAZ,GNM,EMB
6225,AB,SSA,LAZ,EMB
6226,AC,ANU,YYZ,320
6227,AC,AUA,YYZ,319
6228,AC,AUH,YYZ,77W
6229,AC,AZS,YUL,320
6230,AC,AZS,YYZ,319
6231,AC,BDA,YYZ,319
6232,AC,BGI,YYZ,319
6233,AC,BOG,YYZ,763
6234,AC,BOS,YYZ,E90 E75
6235,AC,BRU,YUL,333
6236,AC,CCC,YYZ,319
6237,AC,CDG,YUL,77W
6238,AC,CDG,YYZ,77W
6239,AC,CPH,YYZ,763
6240,AC,CUN,YUL,319
6241,AC,CUN,YYC,319
6242,AC,CUN,YYZ,319
6243,AC,CZM,YUL,319
6244,AC,DCA,YYZ,E75
6245,AC,DEN,YUL,E90
6246,AC,DEN,YYZ,E90
6247,AC,DFW,YYZ,E75
6248,AC,EWR,YVR,319
6249,AC,EWR,YYC,E90
6250,AC,EWR,YYZ,E75 E90
6251,AC,EZE,SCL,763
6252,AC,FCO,YYZ,333
6253,AC,FDF,YUL,319
6254,AC,FLL,YUL,320
6255,AC,FLL,YYZ,320
6256,AC,FRA,YOW,333
6257,AC,FRA,YUL,333
6258,AC,FRA,YYC,77W
6259,AC,FRA,YYZ,77W
6260,AC,GCM,YYZ,E90
6261,AC,GGT,YYZ,E90
6262,AC,GND,YYZ,319
6263,AC,GRU,YYZ,763
6264,AC,GVA,YUL,333
6265,AC,HAV,YYZ,E90
6266,AC,HKG,YVR,77W
6267,AC,HKG,YYZ,77L
6268,AC,HND,YVR,763
6269,AC,HNL,YVR,763
6270,AC,HOG,YUL,319
6271,AC,HOG,YYZ,319
6272,AC,ICN,YVR,763
6273,AC,IST,YYZ,763 77W
6274,AC,JED,IST,321
6275,AC,KIN,YYZ,319
6276,AC,LAS,YUL,763
6277,AC,LAS,YVR,319
6278,AC,LAS,YYC,319
6279,AC,LAS,YYZ,763 319
6280,AC,LAX,YUL,319
6281,AC,LAX,YVR,319
6282,AC,LAX,YYC,319
6283,AC,LAX,YYZ,320 321
6284,AC,LGA,YUL,E75
6285,AC,LGA,YYZ,E90 E75
6286,AC,LHR,YEG,763
6287,AC,LHR,YHZ,763
6288,AC,LHR,YOW,763
6289,AC,LHR,YUL,77W
6290,AC,LHR,YVR,77W
6291,AC,LHR,YYC,333
6292,AC,LHR,YYT,319
6293,AC,LHR,YYZ,77L 763 77W 333
6294,AC,LIM,YYZ,763
6295,AC,LIR,YYZ,319
6296,AC,MBJ,YHZ,319
6297,AC,MBJ,YUL,319
6298,AC,MBJ,YYZ,319
6299,AC,MCO,YUL,319
6300,AC,MCO,YYZ,319
6301,AC,MEX,YVR,319
6302,AC,MEX,YYZ,319
6303,AC,MIA,YYZ,E90
6304,AC,MUC,YYZ,77W
6305,AC,NAS,YYZ,319
6306,AC,NRT,YVR,763
6307,AC,NRT,YYC,763
6308,AC,NRT,YYZ,77W
6309,AC,OGG,YVR,763
6310,AC,ORD,YUL,E75
6311,AC,ORD,YYZ,E75
6312,AC,PAP,YUL,763
6313,AC,PEK,YVR,330 77W
6314,AC,PEK,YYZ,77W
6315,AC,PHL,YYZ,E75
6316,AC,PHX,YYZ,319
6317,AC,PLS,YUL,319
6318,AC,PLS,YYZ,E90
6319,AC,POP,YHZ,319
6320,AC,POP,YYZ,319
6321,AC,PTP,YUL,319
6322,AC,PUJ,YUL,319
6323,AC,PUJ,YYZ,319
6324,AC,PVG,YVR,763
6325,AC,PVG,YYZ,77L
6326,AC,PVR,YVR,319
6327,AC,PVR,YYC,319
6328,AC,RSW,YYZ,320
6329,AC,SAN,YYZ,319
6330,AC,SCL,EZE,763
6331,AC,SCL,YYZ,763
6332,AC,SEA,YYZ,E90
6333,AC,SFO,YUL,319
6334,AC,SFO,YVR,E90 320 319
6335,AC,SFO,YYZ,320
6336,AC,SJD,YYC,319
6337,AC,SJO,YYZ,319
6338,AC,SNU,YHZ,320
6339,AC,SNU,YUL,319
6340,AC,SNU,YYZ,319
6341,AC,SYD,YVR,77L
6342,AC,TLV,YUL,763
6343,AC,TLV,YYZ,763
6344,AC,TPA,YYZ,319
6345,AC,UVF,YYZ,319
6346,AC,VRA,YUL,320
6347,AC,VRA,YYC,319
6348,AC,VRA,YYZ,319
6349,AC,WAW,YYZ,788
6350,AC,YDF,YYZ,E90
6351,AC,YEG,LHR,763
6352,AC,YEG,YOW,E90
6353,AC,YEG,YUL,320
6354,AC,YEG,YVR,E90 320 319
6355,AC,YEG,YYZ,320 319 E90
6356,AC,YFC,YHZ,BEH
6357,AC,YHZ,LHR,763
6358,AC,YHZ,YFC,BEH
6359,AC,YHZ,YOW,E90
6360,AC,YHZ,YQM,BEH
6361,AC,YHZ,YSJ,BEH
6362,AC,YHZ,YUL,320 E90 319 E75
6363,AC,YHZ,YYG,BEH
6364,AC,YHZ,YYT,E90
6365,AC,YHZ,YYZ,E90 320 763 319
6366,AC,YMM,YYZ,E90 320 319
6367,AC,YOW,FRA,333
6368,AC,YOW,LHR,763
6369,AC,YOW,YEG,E90 320
6370,AC,YOW,YHZ,E90
6371,AC,YOW,YUL,E90
6372,AC,YOW,YVR,320 763
6373,AC,YOW,YYC,E90 320
6374,AC,YOW,YYZ,320 319 E90 763 E75
6375,AC,YQF,YYC,BEH
6376,AC,YQG,YYZ,319
6377,AC,YQM,YHZ,BEH
6378,AC,YQR,YYZ,E90
6379,AC,YQZ,YWL,BEH
6380,AC,YSJ,YHZ,BEH
6381,AC,YUL,AZS,320
6382,AC,YUL,BRU,333
6383,AC,YUL,CCC,319
6384,AC,YUL,CDG,77W
6385,AC,YUL,CUN,319
6386,AC,YUL,CZM,319
6387,AC,YUL,DEN,E90
6388,AC,YUL,FDF,319
6389,AC,YUL,FLL,320
6390,AC,YUL,FRA,333
6391,AC,YUL,GVA,333
6392,AC,YUL,HOG,319
6393,AC,YUL,LAS,763
6394,AC,YUL,LAX,319
6395,AC,YUL,LGA,E75
6396,AC,YUL,LHR,77W
6397,AC,YUL,MBJ,319
6398,AC,YUL,MCO,319
6399,AC,YUL,ORD,E75
6400,AC,YUL,PAP,763
6401,AC,YUL,PTP,319
6402,AC,YUL,PUJ,319
6403,AC,YUL,SFO,319
6404,AC,YUL,SNU,319
6405,AC,YUL,VRA,320
6406,AC,YUL,YEG,320
6407,AC,YUL,YHZ,320 E90 E75 319
6408,AC,YUL,YOW,E90 320
6409,AC,YUL,YVR,321 320 333 319
6410,AC,YUL,YYC,E90 319 320
6411,AC,YUL,YYT,E90
6412,AC,YUL,YYZ,321 320 319 333 763 E75
6413,AC,YUL,ZRH,330
6414,AC,YUL,ZSA,319
6415,AC,YVR,AKL,772
6416,AC,YVR,EWR,319
6417,AC,YVR,HKG,77W
6418,AC,YVR,HND,763
6419,AC,YVR,HNL,763
6420,AC,YVR,ICN,763
6421,AC,YVR,LAS,319
6422,AC,YVR,LAX,319
6423,AC,YVR,LHR,77W
6424,AC,YVR,MEX,319
6425,AC,YVR,NRT,763
6426,AC,YVR,OGG,763
6427,AC,YVR,PEK,77W 330
6428,AC,YVR,PVG,763
6429,AC,YVR,PVR,319
6430,AC,YVR,SFO,E90 320 319
6431,AC,YVR,SYD,77L
6432,AC,YVR,YEG,E90 320
6433,AC,YVR,YOW,320 763
6434,AC,YVR,YQZ,BEH
6435,AC,YVR,YUL,333 320 321
6436,AC,YVR,YWG,E90
6437,AC,YVR,YXY,E90
6438,AC,YVR,YYC,E90 319 320
6439,AC,YVR,YYZ,320 319 77L 321 77W 763
6440,AC,YWG,YVR,E90 320
6441,AC,YWG,YYZ,E90 320 319
6442,AC,YWL,YVR,BEH
6443,AC,YXE,YYZ,E90
6444,AC,YXY,YVR,E90
6445,AC,YYC,CUN,319
6446,AC,YYC,EWR,E90
6447,AC,YYC,FRA,77W
6448,AC,YYC,LAS,319
6449,AC,YYC,LAX,319
6450,AC,YYC,LHR,333
6451,AC,YYC,NRT,763
6452,AC,YYC,PVR,319
6453,AC,YYC,SJD,319
6454,AC,YYC,VRA,319
6455,AC,YYC,YOW,E90 320
6456,AC,YYC,YQF,BEH
6457,AC,YYC,YUL,E90 319 320
6458,AC,YYC,YVR,E90 320 319 321
6459,AC,YYC,YYZ,321 320 319 E90
6460,AC,YYG,YHZ,BEH
6461,AC,YYJ,YYZ,320
6462,AC,YYT,LHR,319
6463,AC,YYT,YHZ,E90
6464,AC,YYT,YUL,E90 319 320
6465,AC,YYT,YYZ,320 319 E90
6466,AC,YYZ,ANU,320
6467,AC,YYZ,AUA,319
6468,AC,YYZ,AUH,77W
6469,AC,YYZ,AZS,319
6470,AC,YYZ,BDA,319
6471,AC,YYZ,BGI,319
6472,AC,YYZ,BOG,763
6473,AC,YYZ,BOS,E90 E75
6474,AC,YYZ,CCC,319
6475,AC,YYZ,CDG,77W
6476,AC,YYZ,CPH,763
6477,AC,YYZ,CUN,319
6478,AC,YYZ,DCA,E75
6479,AC,YYZ,DEN,E90
6480,AC,YYZ,DFW,E75
6481,AC,YYZ,EWR,E75 E90
6482,AC,YYZ,FCO,333
6483,AC,YYZ,FLL,320
6484,AC,YYZ,FRA,77W
6485,AC,YYZ,GCM,E90
6486,AC,YYZ,GGT,E90
6487,AC,YYZ,GND,319
6488,AC,YYZ,GRU,763
6489,AC,YYZ,HAV,E90
6490,AC,YYZ,HKG,77L
6491,AC,YYZ,HOG,319
6492,AC,YYZ,IST,77W 763
6493,AC,YYZ,KIN,319
6494,AC,YYZ,LAS,763 319
6495,AC,YYZ,LAX,321 320
6496,AC,YYZ,LGA,E90 E75
6497,AC,YYZ,LHR,763 77L 77W 333
6498,AC,YYZ,LIM,763
6499,AC,YYZ,LIR,319
6500,AC,YYZ,MBJ,319
6501,AC,YYZ,MCO,319
6502,AC,YYZ,MEX,319
6503,AC,YYZ,MIA,E90
6504,AC,YYZ,MUC,77W
6505,AC,YYZ,NAS,319
6506,AC,YYZ,NRT,77W
6507,AC,YYZ,ORD,E75
6508,AC,YYZ,PEK,77W
6509,AC,YYZ,PHL,E75
6510,AC,YYZ,PHX,319
6511,AC,YYZ,PLS,E90
6512,AC,YYZ,POP,319
6513,AC,YYZ,PUJ,319
6514,AC,YYZ,PVG,77L
6515,AC,YYZ,RSW,320
6516,AC,YYZ,SAN,319
6517,AC,YYZ,SCL,763
6518,AC,YYZ,SEA,E90
6519,AC,YYZ,SFO,320
6520,AC,YYZ,SJO,319
6521,AC,YYZ,SNU,319
6522,AC,YYZ,TLV,763
6523,AC,YYZ,TPA,319
6524,AC,YYZ,UVF,319
6525,AC,YYZ,VRA,319
6526,AC,YYZ,WAW,788
6527,AC,YYZ,YDF,E90
6528,AC,YYZ,YEG,320 319 E90
6529,AC,YYZ,YHZ,320 E90 319 763
6530,AC,YYZ,YMM,E90 320 319
6531,AC,YYZ,YOW,E90 319 320 763 E75
6532,AC,YYZ,YQG,319
6533,AC,YYZ,YQR,E90
6534,AC,YYZ,YUL,319 321 320 E90 333 763 E75
6535,AC,YYZ,YVR,321 320 77W 763 77L 319 333
6536,AC,YYZ,YWG,320 E90 319
6537,AC,YYZ,YXE,E90
6538,AC,YYZ,YYC,320 321 319
6539,AC,YYZ,YYJ,320
6540,AC,YYZ,YYT,320 E90 319
6541,AC,YYZ,ZRH,333
6542,AC,ZRH,YUL,330
6543,AC,ZRH,YYZ,333
6544,AC,ZSA,PLS,319
6545,AD,AAX,POJ,AT4
6546,AD,AFL,CGB,E90
6547,AD,AJU,MCZ,E95 AT7
6548,AD,AJU,REC,AT7
6549,AD,AJU,SSA,AT7
6550,AD,AJU,VCP,E95 E90
6551,AD,AQA,VCP,AT7
6552,AD,ARU,GRU,AT7
6553,AD,ARU,VCP,AT7
6554,AD,ATM,BEL,AT7 E95
6555,AD,ATM,STM,AT7
6556,AD,AUX,BSB,AT7
6557,AD,AUX,MAB,AT7
6558,AD,AUX,PMW,AT7
6559,AD,BAZ,MAO,AT4
6560,AD,BEL,ATM,AT7 E95
6561,AD,BEL,CKS,AT7
6562,AD,BEL,CNF,E95
6563,AD,BEL,FOR,E95
6564,AD,BEL,IMP,E95
6565,AD,BEL,MAB,AT7
6566,AD,BEL,MAO,E95
6567,AD,BEL,MCP,AT7
6568,AD,BEL,STM,AT7
6569,AD,BPS,CNF,E95
6570,AD,BPS,SDU,E90
6571,AD,BPS,SSA,AT7
6572,AD,BPS,VCP,E95
6573,AD,BRA,BSB,AT7
6574,AD,BRA,SSA,AT7
6575,AD,BSB,AUX,AT7
6576,AD,BSB,BRA,AT7
6577,AD,BSB,CGB,E95
6578,AD,BSB,CNF,E95
6579,AD,BSB,GRU,E95 E90
6580,AD,BSB,MAB,E95
6581,AD,BSB,PMW,AT7
6582,AD,BSB,UDI,AT7
6583,AD,BSB,VCP,E95 E90
6584,AD,BVB,MAO,AT7
6585,AD,BVH,CGB,AT7
6586,AD,BYO,VCP,AT7
6587,AD,CAC,CWB,AT7
6588,AD,CAC,VCP,AT7
6589,AD,CAW,SDU,AT7
6590,AD,CCM,VCP,AT7
6591,AD,CFB,PLU,AT7
6592,AD,CFB,VCP,AT7
6593,AD,CGB,AFL,E90
6594,AD,CGB,BSB,E95
6595,AD,CGB,BVH,AT7
6596,AD,CGB,CGR,AT7 E75
6597,AD,CGB,CNF,E95 E90
6598,AD,CGB,GRU,E90 E95
6599,AD,CGB,GYN,E90 E95
6600,AD,CGB,JPR,AT7
6601,AD,CGB,LDB,E90
6602,AD,CGB,MGF,E90
6603,AD,CGB,OAL,E90 AT7
6604,AD,CGB,OPS,E95
6605,AD,CGB,PVH,E95 E90
6606,AD,CGB,ROO,AT7
6607,AD,CGB,SJP,AT7
6608,AD,CGB,VCP,E90 E95
6609,AD,CGH,SDU,E90
6610,AD,CGR,CGB,AT7 E75
6611,AD,CGR,CMG,AT7
6612,AD,CGR,GRU,E95
6613,AD,CGR,VCP,E95 E90 E75
6614,AD,CIZ,MAO,AT4
6615,AD,CKS,BEL,AT7
6616,AD,CKS,CNF,E95
6617,AD,CKS,MAB,E95
6618,AD,CLV,VCP,E90 E95
6619,AD,CMG,CGR,AT7
6620,AD,CNF,BEL,E95
6621,AD,CNF,BPS,E95
6622,AD,CNF,BSB,E95
6623,AD,CNF,CGB,E95 E90
6624,AD,CNF,CKS,E95
6625,AD,CNF,CPV,E90
6626,AD,CNF,CWB,E95 E90
6627,AD,CNF,FOR,E95
6628,AD,CNF,GRU,E90 E95
6629,AD,CNF,GYN,E90
6630,AD,CNF,IMP,E95
6631,AD,CNF,IPN,AT7
6632,AD,CNF,IZA,AT7
6633,AD,CNF,MAO,E95
