ID,Airline_IATA2,StartingAirport_IATA3,DestinationAirport_IATA3,Equipment
45514,US,BUF,CLT,320 319 734
45515,US,BUF,ORD,CR7
45516,US,BWI,CLT,E90 321 752 319 734 320
45517,US,BWI,DFW,M83 M80
45518,US,BWI,MIA,738
45519,US,BWI,PHL,319 E90
45520,US,BWI,PHX,319 320
45521,US,BZE,CLT,319
45522,US,BZE,DFW,738
45523,US,BZE,MIA,738
45524,US,CAE,DCA,CRJ
45525,US,CAE,DFW,ER4
45526,US,CAK,CLT,CRJ CR7
45527,US,CAK,PHL,CRJ
45528,US,CDG,CLT,333
45529,US,CDG,DFW,763 777
45530,US,CDG,JFK,763 757
45531,US,CDG,MIA,763
45532,US,CDG,ORD,763
45533,US,CDG,PHL,332
45534,US,CHA,DFW,ERD
45535,US,CHO,CLT,CRJ
45536,US,CHO,ORD,CRJ
45537,US,CHS,CLT,319 CR7 CRJ
45538,US,CHS,MIA,ER4
45539,US,CLE,CLT,319 CR7
45540,US,CLE,DFW,319
45541,US,CLE,MIA,ER4
45542,US,CLE,ORD,ER4 CR7 ERD
45543,US,CLL,DFW,ER4 ERD
45544,US,CLO,MIA,738 319 318 320
45545,US,CLT,AGS,CRJ
45546,US,CLT,ALB,319
45547,US,CLT,ANU,319
45548,US,CLT,ATL,320 321 319
45549,US,CLT,AUA,752 319 320
45550,US,CLT,AVP,CRJ
45551,US,CLT,BDL,319 321 320
45552,US,CLT,BHM,CRJ
45553,US,CLT,BNA,CR7 319
45554,US,CLT,BOS,321 319 320
45555,US,CLT,BTR,CRJ
45556,US,CLT,BUF,319 320 734
45557,US,CLT,BWI,319 734 321 752 320 E90
45558,US,CLT,BZE,319
45559,US,CLT,CAK,CRJ
45560,US,CLT,CDG,333
45561,US,CLT,CHA,CRJ
45562,US,CLT,CHO,CRJ
45563,US,CLT,CHS,CR7 319 CRJ
45564,US,CLT,CLE,319
45565,US,CLT,CRW,CRJ
45566,US,CLT,CUN,321 320 734
45567,US,CLT,CVG,CRJ
45568,US,CLT,CZM,319
45569,US,CLT,DAB,CR7
45570,US,CLT,DAY,CRJ CR7
45571,US,CLT,DCA,319 320 E90
45572,US,CLT,DEN,321 320
45573,US,CLT,DFW,M80 321 319 M83 320 734 752
45574,US,CLT,DTW,319 321 320
45575,US,CLT,DUB,752
45576,US,CLT,EWR,321 320 734 319
45577,US,CLT,FAY,CRJ
45578,US,CLT,FCO,333
45579,US,CLT,FLL,320 734 321 319
45580,US,CLT,FRA,333 332
45581,US,CLT,GCM,320 321 319
45582,US,CLT,GIG,762
45583,US,CLT,GNV,CRJ
45584,US,CLT,GPT,CR7 CRJ
45585,US,CLT,GRU,332
45586,US,CLT,GSO,CRJ
45587,US,CLT,GSP,CRJ
45588,US,CLT,HPN,CRJ
45589,US,CLT,HSV,CRJ CR7
45590,US,CLT,IAH,734 319 321 320
45591,US,CLT,ILM,319 CRJ CR7
45592,US,CLT,IND,319
45593,US,CLT,JAN,CRJ
45594,US,CLT,JAX,319 734
45595,US,CLT,JFK,321 319
45596,US,CLT,LAS,321
45597,US,CLT,LAX,321
45598,US,CLT,LEX,CR7
45599,US,CLT,LGA,321 320 319
45600,US,CLT,LHR,333
45601,US,CLT,LIR,320
45602,US,CLT,LIT,CRJ
45603,US,CLT,LYH,CR7
45604,US,CLT,MBJ,319 321 320
45605,US,CLT,MCI,319
45606,US,CLT,MCO,321 762 752 319
45607,US,CLT,MDT,319 CR7
45608,US,CLT,MEM,CR7 319
45609,US,CLT,MEX,319
45610,US,CLT,MIA,320 321 319 734
